Time(s),Voltage(V),Current(A),InternalResistance(mOhm)
2166.620,3.9608,0.2000,
2166.720,3.9608,0.2001,
2166.820,3.9608,0.2000,
2166.920,3.9596,0.2001,
2167.020,3.9608,0.2001,
2167.120,3.9608,0.2001,
2167.220,3.9608,0.2000,
2167.320,3.9608,0.2000,
2167.420,3.9596,0.2000,
2167.520,3.9596,0.2001,
2167.620,3.9608,0.2001,
2167.720,3.9596,0.2001,
2167.820,3.9608,0.2000,
2167.920,3.9608,0.2001,
2168.020,3.9608,0.2001,
2168.120,3.9608,0.2000,
2168.220,3.9608,0.2000,
2168.320,3.9608,0.2001,
2168.420,3.9608,0.2000,
2168.520,3.9608,0.2001,
2168.620,3.9596,0.2000,
2168.720,3.9596,0.2001,
2168.820,3.9608,0.2000,
2168.920,3.9608,0.2001,
2169.020,3.9608,0.2001,
2169.120,3.9596,0.2000,
2169.220,3.9608,0.2000,
2169.320,3.9596,0.2000,
2169.420,3.9608,0.2000,
2169.520,3.9608,0.2001,
2169.620,3.9608,0.2000,
2169.720,3.9596,0.2000,
2169.820,3.9608,0.2001,
2169.920,3.9596,0.2001,
2170.020,3.9608,0.2001,
2170.120,3.9596,0.2000,
2170.220,3.9596,0.2000,
2170.320,3.9596,0.2000,
2170.420,3.9596,0.2000,
2170.520,3.9596,0.2000,
2170.620,3.9608,0.2000,
2170.720,3.9608,0.2000,
2170.820,3.9608,0.2001,
2170.920,3.9608,0.2000,
2171.020,3.9608,0.2001,
2171.120,3.9596,0.2001,
2171.220,3.9596,0.2001,
2171.320,3.9596,0.2000,
2171.420,3.9596,0.2001,
2171.520,3.9596,0.2001,
2171.620,3.9596,0.2001,
2171.720,3.9596,0.2001,
2171.820,3.9596,0.2000,
2171.920,3.9596,0.2001,
2172.020,3.9596,0.2000,
2172.120,3.9596,0.2000,
2172.220,3.9608,0.2001,
2172.320,3.9608,0.2001,
2172.420,3.9596,0.2000,
2172.520,3.9608,0.2000,
2172.620,3.9596,0.2000,
2172.720,3.9608,0.2000,
2172.820,3.9596,0.2001,
2172.920,3.9608,0.2000,
2173.020,3.9608,0.2000,
2173.120,3.9596,0.2001,
2173.220,3.9596,0.2001,
2173.320,3.9596,0.2000,
2173.420,3.9596,0.2001,
2173.520,3.9596,0.2001,
2173.620,3.9596,0.2000,
2173.720,3.9608,0.2001,
2173.820,3.9596,0.2000,
2173.920,3.9596,0.2001,
2174.020,3.9596,0.2001,
2174.120,3.9596,0.2000,
2174.220,3.9596,0.2001,
2174.320,3.9608,0.2000,
2174.420,3.9596,0.2001,
2174.520,3.9596,0.2000,
2174.620,3.9596,0.2000,
2174.720,3.9596,0.2000,
2174.820,3.9596,0.2001,
2174.920,3.9596,0.2000,
2175.020,3.9596,0.2000,
2175.120,3.9596,0.2000,
2175.220,3.9596,0.2000,
2175.320,3.9596,0.2001,
2175.420,3.9608,0.2000,
2175.520,3.9596,0.2000,
2175.620,3.9596,0.2001,
2175.720,3.9596,0.2000,
2175.820,3.9596,0.2000,
2175.920,3.9596,0.2000,
2176.020,3.9596,0.2001,
2176.120,3.9596,0.2001,
2176.220,3.9608,0.2001,
2176.320,3.9596,0.2000,
2176.420,3.9596,0.2000,
2176.520,3.9596,0.2001,
2176.620,3.9608,0.2000,
2176.720,3.9596,0.2000,
2176.820,3.9596,0.2000,
2176.920,3.9596,0.2001,
2177.020,3.9596,0.2000,
2177.120,3.9596,0.2000,
2177.220,3.9596,0.2001,
2177.320,3.9596,0.2000,
2177.420,3.9596,0.2001,
2177.520,3.9596,0.2001,
2177.620,3.9596,0.2000,
2177.720,3.9596,0.2000,
2177.820,3.9596,0.2000,
2177.920,3.9596,0.2001,
2178.020,3.9596,0.2000,
2178.120,3.9596,0.2001,
2178.220,3.9596,0.2000,
2178.320,3.9596,0.2000,
2178.420,3.9596,0.2000,
2178.520,3.9596,0.2000,
2178.620,3.9596,0.2000,
2178.720,3.9596,0.2000,
2178.820,3.9596,0.2000,
2178.920,3.9596,0.2000,
2179.020,3.9596,0.2001,
2179.120,3.9596,0.2001,
2179.220,3.9596,0.2001,
2179.320,3.9596,0.2000,
2179.420,3.9596,0.2000,
2179.520,3.9596,0.2000,
2179.620,3.9596,0.2001,
2179.720,3.9596,0.2001,
2179.820,3.9596,0.2000,
2179.920,3.9596,0.2000,
2180.020,3.9596,0.2001,
2180.120,3.9596,0.2001,
2180.220,3.9596,0.2001,
2180.320,3.9596,0.2000,
2180.420,3.9596,0.2000,
2180.520,3.9596,0.2001,
2180.620,3.9596,0.2001,
2180.720,3.9596,0.2001,
2180.820,3.9596,0.2000,
2180.920,3.9596,0.2000,
2181.020,3.9596,0.2000,
2181.120,3.9596,0.2000,
2181.220,3.9596,0.2001,
2181.320,3.9596,0.2000,
2181.420,3.9596,0.2000,
2181.520,3.9596,0.2001,
2181.620,3.9596,0.2001,
2181.720,3.9596,0.2000,
2181.820,3.9596,0.2000,
2181.920,3.9596,0.1999,
2182.020,3.9596,0.2000,
2182.120,3.9596,0.2001,
2182.220,3.9596,0.2000,
2182.320,3.9596,0.2000,
2182.420,3.9596,0.2000,
2182.520,3.9596,0.2000,
2182.620,3.9596,0.2000,
2182.720,3.9596,0.2000,
2182.820,3.9596,0.2000,
2182.920,3.9596,0.2000,
2183.020,3.9596,0.2001,
2183.120,3.9596,0.2001,
2183.220,3.9596,0.2001,
2183.320,3.9596,0.2000,
2183.420,3.9596,0.2000,
2183.520,3.9596,0.2000,
2183.620,3.9596,0.2000,
2183.720,3.9596,0.2000,
2183.820,3.9596,0.2001,
2183.920,3.9596,0.2000,
2184.020,3.9596,0.2001,
2184.120,3.9596,0.2000,
2184.220,3.9596,0.2000,
2184.320,3.9596,0.2001,
2184.420,3.9596,0.2001,
2184.520,3.9596,0.2000,
2184.620,3.9596,0.2001,
2184.720,3.9596,0.2000,
2184.820,3.9596,0.2000,
2184.920,3.9596,0.2001,
2185.020,3.9596,0.2001,
2185.120,3.9596,0.2001,
2185.220,3.9596,0.2000,
2185.320,3.9596,0.2000,
2185.420,3.9596,0.2000,
2185.520,3.9596,0.2000,
2185.620,3.9596,0.2001,
2185.720,3.9596,0.2001,
2185.820,3.9596,0.2000,
2185.920,3.9596,0.2000,
2186.020,3.9596,0.2000,
2186.120,3.9596,0.2001,
2186.221,3.9596,0.2000,
2186.321,3.9596,0.2001,
2186.421,3.9596,0.2000,
2186.521,3.9596,0.2000,
2186.621,3.9596,0.2001,
2186.721,3.9596,0.1999,
2186.821,3.9596,0.2001,
2186.921,3.9596,0.2001,
2187.021,3.9596,0.2000,
2187.121,3.9596,0.2001,
2187.221,3.9596,0.2000,
2187.321,3.9596,0.2000,
2187.421,3.9596,0.2001,
2187.521,3.9596,0.2001,
2187.621,3.9596,0.2000,
2187.721,3.9596,0.2000,
2187.821,3.9596,0.2000,
2187.921,3.9596,0.2000,
2188.021,3.9596,0.2001,
2188.121,3.9596,0.2001,
2188.221,3.9596,0.2000,
2188.321,3.9596,0.2001,
2188.421,3.9596,0.2001,
2188.521,3.9596,0.2000,
2188.621,3.9596,0.2001,
2188.721,3.9596,0.2001,
2188.821,3.9596,0.2000,
2188.921,3.9596,0.2001,
2189.021,3.9596,0.2000,
2189.121,3.9596,0.2000,
2189.221,3.9596,0.2000,
2189.321,3.9596,0.2001,
2189.421,3.9596,0.2001,
2189.521,3.9596,0.2001,
2189.621,3.9596,0.2001,
2189.721,3.9596,0.2001,
2189.821,3.9596,0.2001,
2189.921,3.9596,0.2001,
2190.021,3.9596,0.2001,
2190.121,3.9596,0.2000,
2190.221,3.9596,0.2001,
2190.321,3.9596,0.2001,
2190.421,3.9596,0.2000,
2190.521,3.9596,0.2000,
2190.621,3.9596,0.2000,
2190.721,3.9583,0.2000,
2190.821,3.9596,0.2000,
2190.921,3.9596,0.2000,
2191.021,3.9596,0.2000,
2191.121,3.9596,0.2000,
2191.221,3.9596,0.2001,
2191.321,3.9596,0.2000,
2191.421,3.9596,0.2001,
2191.521,3.9596,0.2000,
2191.621,3.9596,0.2001,
2191.721,3.9596,0.2000,
2191.821,3.9596,0.2000,
2191.921,3.9596,0.2001,
2192.021,3.9596,0.2000,
2192.121,3.9596,0.2001,
2192.221,3.9596,0.2000,
2192.321,3.9596,0.2000,
2192.421,3.9596,0.2000,
2192.521,3.9596,0.2000,
2192.621,3.9583,0.2001,
2192.721,3.9596,0.2000,
2192.821,3.9596,0.2000,
2192.921,3.9596,0.2001,
2193.021,3.9596,0.2000,
2193.121,3.9596,0.2001,
2193.221,3.9596,0.2000,
2193.321,3.9596,0.2001,
2193.421,3.9583,0.2001,
2193.521,3.9596,0.2001,
2193.621,3.9596,0.2001,
2193.721,3.9583,0.2000,
2193.821,3.9596,0.2001,
2193.921,3.9596,0.2000,
2194.021,3.9596,0.2001,
2194.121,3.9596,0.2001,
2194.221,3.9583,0.2001,
2194.321,3.9596,0.2001,
2194.421,3.9583,0.2000,
2194.521,3.9596,0.2000,
2194.621,3.9596,0.2001,
2194.721,3.9596,0.2000,
2194.821,3.9596,0.2001,
2194.921,3.9596,0.2000,
2195.021,3.9596,0.2001,
2195.121,3.9583,0.2001,
2195.221,3.9596,0.2001,
2195.321,3.9583,0.2000,
2195.421,3.9583,0.2000,
2195.521,3.9596,0.2001,
2195.621,3.9596,0.2001,
2195.721,3.9583,0.2000,
2195.821,3.9583,0.2000,
2195.921,3.9596,0.2001,
2196.021,3.9583,0.2000,
2196.121,3.9583,0.2001,
2196.221,3.9596,0.2001,
2196.321,3.9583,0.2000,
2196.421,3.9583,0.2000,
2196.521,3.9583,0.2001,
2196.621,3.9583,0.2001,
2196.721,3.9583,0.2000,
2196.821,3.9583,0.2000,
2196.921,3.9583,0.2001,
2197.021,3.9583,0.2001,
2197.121,3.9596,0.2001,
2197.221,3.9596,0.2001,
2197.321,3.9596,0.2000,
2197.421,3.9596,0.2000,
2197.521,3.9596,0.2000,
2197.621,3.9596,0.2001,
2197.721,3.9583,0.2000,
2197.821,3.9596,0.2001,
2197.921,3.9583,0.2000,
2198.021,3.9596,0.2001,
2198.121,3.9583,0.2000,
2198.221,3.9596,0.2000,
2198.321,3.9583,0.2000,
2198.421,3.9583,0.2000,
2198.521,3.9583,0.2000,
2198.621,3.9583,0.2001,
2198.721,3.9583,0.2000,
2198.821,3.9583,0.2001,
2198.921,3.9583,0.2001,
2199.021,3.9583,0.2001,
2199.121,3.9583,0.2001,
2199.221,3.9583,0.2000,
2199.321,3.9583,0.2001,
2199.421,3.9583,0.2001,
2199.521,3.9583,0.2001,
2199.621,3.9583,0.2001,
2199.721,3.9596,0.2001,
2199.821,3.9583,0.2000,
2199.921,3.9583,0.2000,
2200.021,3.9583,0.2000,
2200.121,3.9583,0.2001,
2200.221,3.9596,0.2001,
2200.321,3.9583,0.2001,
2200.421,3.9583,0.2001,
2200.521,3.9583,0.2001,
2200.621,3.9583,0.2001,
2200.721,3.9583,0.2000,
2200.821,3.9583,0.2000,
2200.921,3.9583,0.2001,
2201.021,3.9583,0.2001,
2201.121,3.9583,0.2000,
2201.221,3.9583,0.2000,
2201.321,3.9583,0.2000,
2201.421,3.9583,0.2001,
2201.521,3.9583,0.2000,
2201.621,3.9583,0.2000,
2201.721,3.9583,0.2000,
2201.821,3.9583,0.2000,
2201.921,3.9583,0.2001,
2202.021,3.9583,0.2000,
2202.121,3.9583,0.2000,
2202.221,3.9583,0.2000,
2202.321,3.9583,0.2000,
2202.421,3.9583,0.1999,
2202.521,3.9583,0.1999,
2202.621,3.9583,0.2001,
2202.721,3.9583,0.2000,
2202.821,3.9583,0.2001,
2202.921,3.9583,0.2001,
2203.021,3.9596,0.2001,
2203.121,3.9583,0.2001,
2203.221,3.9583,0.2000,
2203.321,3.9596,0.2001,
2203.421,3.9583,0.2000,
2203.521,3.9583,0.2001,
2203.621,3.9583,0.2001,
2203.721,3.9583,0.2000,
2203.821,3.9583,0.2001,
2203.921,3.9583,0.2001,
2204.021,3.9583,0.2000,
2204.121,3.9583,0.2000,
2204.221,3.9583,0.2001,
2204.321,3.9583,0.2001,
2204.421,3.9583,0.2000,
2204.521,3.9583,0.2001,
2204.621,3.9583,0.2000,
2204.721,3.9583,0.2000,
2204.821,3.9583,0.2000,
2204.921,3.9583,0.2001,
2205.021,3.9583,0.2001,
2205.121,3.9583,0.2001,
2205.221,3.9583,0.2001,
2205.321,3.9583,0.2000,
2205.421,3.9583,0.2001,
2205.521,3.9583,0.2000,
2205.621,3.9583,0.2000,
2205.721,3.9583,0.2001,
2205.821,3.9583,0.2000,
2205.921,3.9583,0.2001,
2206.021,3.9583,0.2000,
2206.121,3.9583,0.2000,
2206.221,3.9583,0.2000,
2206.321,3.9583,0.2000,
2206.421,3.9583,0.2001,
2206.521,3.9583,0.2001,
2206.621,3.9583,0.2000,
2206.721,3.9583,0.2000,
2206.821,3.9583,0.2000,
2206.921,3.9583,0.2001,
2207.021,3.9583,0.2001,
2207.121,3.9583,0.2001,
2207.221,3.9583,0.2001,
2207.321,3.9583,0.2001,
2207.421,3.9583,0.2000,
2207.521,3.9583,0.2000,
2207.621,3.9583,0.2001,
2207.721,3.9583,0.2001,
2207.821,3.9583,0.2001,
2207.922,3.9583,0.2001,
2208.022,3.9583,0.2000,
2208.122,3.9583,0.2000,
2208.222,3.9583,0.2000,
2208.322,3.9583,0.2000,
2208.422,3.9583,0.2001,
2208.522,3.9583,0.2000,
2208.622,3.9583,0.2000,
2208.722,3.9583,0.2001,
2208.822,3.9583,0.2000,
2208.922,3.9583,0.2001,
2209.022,3.9583,0.2001,
2209.122,3.9583,0.2000,
2209.222,3.9583,0.2001,
2209.322,3.9583,0.2001,
2209.422,3.9583,0.2001,
2209.522,3.9583,0.2000,
2209.622,3.9583,0.2000,
2209.722,3.9583,0.2000,
2209.822,3.9583,0.2001,
2209.922,3.9583,0.2001,
2210.022,3.9583,0.2001,
2210.122,3.9583,0.2001,
2210.222,3.9583,0.2000,
2210.322,3.9583,0.2000,
2210.422,3.9583,0.2001,
2210.522,3.9583,0.2001,
2210.622,3.9583,0.2001,
2210.722,3.9583,0.2000,
2210.822,3.9583,0.2000,
2210.922,3.9583,0.2001,
2211.022,3.9583,0.2001,
2211.122,3.9583,0.2001,
2211.222,3.9583,0.2000,
2211.322,3.9583,0.2000,
2211.422,3.9583,0.2000,
2211.522,3.9583,0.2001,
2211.622,3.9583,0.2000,
2211.722,3.9583,0.2000,
2211.822,3.9583,0.2000,
2211.922,3.9583,0.2001,
2212.022,3.9583,0.2000,
2212.122,3.9583,0.2001,
2212.222,3.9583,0.2001,
2212.322,3.9583,0.2001,
2212.422,3.9583,0.2000,
2212.522,3.9583,0.2000,
2212.622,3.9583,0.2001,
2212.722,3.9583,0.2001,
2212.822,3.9583,0.2000,
2212.922,3.9583,0.2000,
2213.022,3.9583,0.2001,
2213.122,3.9583,0.2000,
2213.222,3.9583,0.2000,
2213.322,3.9583,0.2000,
2213.422,3.9583,0.2001,
2213.522,3.9583,0.2000,
2213.622,3.9583,0.2000,
2213.722,3.9583,0.2001,
2213.822,3.9583,0.2001,
2213.922,3.9583,0.2001,
2214.022,3.9583,0.2000,
2214.122,3.9583,0.2001,
2214.222,3.9583,0.2000,
2214.322,3.9583,0.2000,
2214.422,3.9583,0.2001,
2214.522,3.9583,0.2000,
2214.622,3.9583,0.2000,
2214.722,3.9583,0.2000,
2214.822,3.9583,0.2000,
2214.922,3.9583,0.2000,
2215.022,3.9583,0.2000,
2215.122,3.9583,0.2000,
2215.222,3.9583,0.2000,
2215.322,3.9583,0.2000,
2215.422,3.9583,0.2001,
2215.522,3.9583,0.2001,
2215.622,3.9583,0.2001,
2215.722,3.9583,0.2000,
2215.822,3.9583,0.2000,
2215.922,3.9583,0.2000,
2216.022,3.9583,0.2000,
2216.122,3.9583,0.2001,
2216.222,3.9583,0.2000,
2216.322,3.9571,0.2001,
2216.422,3.9583,0.2001,
2216.522,3.9583,0.2001,
2216.622,3.9583,0.2001,
2216.722,3.9583,0.2001,
2216.822,3.9583,0.2001,
2216.922,3.9583,0.2001,
2217.022,3.9583,0.2000,
2217.122,3.9583,0.2001,
2217.222,3.9583,0.2000,
2217.322,3.9583,0.2000,
2217.422,3.9571,0.2000,
2217.522,3.9583,0.2001,
2217.622,3.9571,0.2000,
2217.722,3.9583,0.2001,
2217.822,3.9583,0.2001,
2217.922,3.9583,0.2000,
2218.022,3.9583,0.2000,
2218.122,3.9583,0.2001,
2218.222,3.9583,0.2000,
2218.322,3.9583,0.2001,
2218.422,3.9583,0.2000,
2218.522,3.9583,0.2000,
2218.622,3.9583,0.2001,
2218.722,3.9583,0.2001,
2218.822,3.9583,0.2000,
2218.922,3.9583,0.2001,
2219.022,3.9571,0.2000,
2219.122,3.9583,0.2000,
2219.222,3.9571,0.2000,
2219.322,3.9583,0.2001,
2219.422,3.9583,0.2000,
2219.522,3.9583,0.2001,
2219.622,3.9583,0.2000,
2219.722,3.9583,0.2001,
2219.822,3.9583,0.2000,
2219.922,3.9583,0.2001,
2220.022,3.9583,0.2001,
2220.122,3.9583,0.2001,
2220.222,3.9583,0.2001,
2220.322,3.9583,0.2001,
2220.422,3.9583,0.2000,
2220.522,3.9583,0.2000,
2220.622,3.9571,0.2000,
2220.722,3.9583,0.2000,
2220.822,3.9571,0.2000,
2220.922,3.9571,0.2000,
2221.022,3.9571,0.2001,
2221.122,3.9571,0.2000,
2221.222,3.9571,0.2001,
2221.322,3.9583,0.2000,
2221.422,3.9583,0.2001,
2221.522,3.9571,0.2001,
2221.622,3.9571,0.2000,
2221.722,3.9583,0.2001,
2221.822,3.9571,0.2001,
2221.922,3.9571,0.2000,
2222.022,3.9583,0.1999,
2222.122,3.9571,0.2001,
2222.222,3.9583,0.2001,
2222.322,3.9571,0.2001,
2222.422,3.9583,0.2001,
2222.522,3.9571,0.2000,
2222.622,3.9571,0.2000,
2222.722,3.9571,0.2000,
2222.822,3.9571,0.2001,
2222.922,3.9571,0.2000,
2223.022,3.9571,0.2001,
2223.122,3.9571,0.2000,
2223.222,3.9583,0.2000,
2223.322,3.9571,0.2000,
2223.422,3.9571,0.2001,
2223.522,3.9583,0.2000,
2223.622,3.9583,0.2001,
2223.722,3.9583,0.2000,
2223.822,3.9571,0.2000,
2223.922,3.9571,0.2001,
2224.022,3.9571,0.2000,
2224.122,3.9571,0.2000,
2224.222,3.9571,0.2001,
2224.322,3.9571,0.2000,
2224.422,3.9571,0.2001,
2224.522,3.9571,0.2001,
2224.622,3.9583,0.2000,
2224.722,3.9571,0.2001,
2224.822,3.9571,0.2001,
2224.922,3.9571,0.2000,
2225.022,3.9571,0.2000,
2225.122,3.9571,0.2000,
2225.222,3.9571,0.2001,
2225.322,3.9571,0.2000,
2225.422,3.9571,0.2000,
2225.522,3.9571,0.2000,
2225.622,3.9571,0.2000,
2225.722,3.9571,0.2000,
2225.822,3.9571,0.2000,
2225.922,3.9571,0.2001,
2226.022,3.9571,0.2000,
2226.122,3.9571,0.2000,
2226.222,3.9571,0.2001,
2226.322,3.9571,0.2000,
2226.422,3.9571,0.2001,
2226.522,3.9571,0.2000,
2226.622,3.9571,0.2001,
2226.722,3.9571,0.2001,
2226.822,3.9571,0.2001,
2226.922,3.9571,0.2001,
2227.022,3.9571,0.2000,
2227.122,3.9571,0.2001,
2227.222,3.9571,0.2001,
2227.322,3.9571,0.2000,
2227.422,3.9571,0.2000,
2227.522,3.9571,0.2000,
2227.622,3.9571,0.2000,
2227.722,3.9571,0.2001,
2227.822,3.9571,0.2000,
2227.922,3.9571,0.2001,
2228.022,3.9571,0.2000,
2228.122,3.9571,0.2001,
2228.222,3.9571,0.2000,
2228.322,3.9571,0.2000,
2228.422,3.9571,0.2001,
2228.522,3.9571,0.2000,
2228.622,3.9571,0.2000,
2228.722,3.9571,0.2001,
2228.822,3.9571,0.2001,
2228.922,3.9571,0.2000,
2229.022,3.9571,0.2001,
2229.122,3.9571,0.2001,
2229.222,3.9571,0.2001,
2229.322,3.9571,0.2001,
2229.423,3.9571,0.2000,
2229.523,3.9571,0.2000,
2229.623,3.9571,0.2001,
2229.723,3.9571,0.2000,
2229.823,3.9571,0.2001,
2229.923,3.9571,0.2001,
2230.023,3.9571,0.2001,
2230.123,3.9571,0.2001,
2230.223,3.9571,0.2000,
2230.323,3.9571,0.2000,
2230.423,3.9571,0.2000,
2230.523,3.9571,0.2001,
2230.623,3.9571,0.2000,
2230.723,3.9571,0.2000,
2230.823,3.9571,0.2000,
2230.923,3.9571,0.2001,
2231.023,3.9571,0.2000,
2231.123,3.9571,0.2000,
2231.223,3.9571,0.2001,
2231.323,3.9571,0.2001,
2231.423,3.9571,0.2000,
2231.523,3.9571,0.2001,
2231.623,3.9571,0.2000,
2231.723,3.9571,0.2000,
2231.823,3.9571,0.2000,
2231.923,3.9571,0.2000,
2232.023,3.9571,0.2000,
2232.123,3.9571,0.2000,
2232.223,3.9571,0.2000,
2232.323,3.9571,0.2000,
2232.423,3.9571,0.2001,
2232.523,3.9571,0.2000,
2232.623,3.9571,0.2000,
2232.723,3.9571,0.2001,
2232.823,3.9571,0.2001,
2232.923,3.9571,0.2000,
2233.023,3.9571,0.2000,
2233.123,3.9571,0.2000,
2233.223,3.9571,0.2001,
2233.323,3.9571,0.2001,
2233.423,3.9571,0.2001,
2233.523,3.9571,0.2000,
2233.623,3.9571,0.2000,
2233.723,3.9571,0.2001,
2233.823,3.9571,0.2001,
2233.923,3.9571,0.2001,
2234.023,3.9571,0.2001,
2234.123,3.9571,0.2000,
2234.223,3.9571,0.2000,
2234.323,3.9571,0.2000,
2234.423,3.9571,0.2001,
2234.523,3.9571,0.2001,
2234.623,3.9571,0.2001,
2234.723,3.9571,0.2001,
2234.823,3.9571,0.2000,
2234.923,3.9571,0.2001,
2235.023,3.9571,0.2000,
2235.123,3.9571,0.2001,
2235.223,3.9571,0.2000,
2235.323,3.9571,0.2000,
2235.423,3.9571,0.2001,
2235.523,3.9571,0.2001,
2235.623,3.9571,0.2001,
2235.723,3.9571,0.2001,
2235.823,3.9571,0.2001,
2235.923,3.9571,0.2001,
2236.023,3.9571,0.2000,
2236.123,3.9571,0.2001,
2236.223,3.9571,0.2000,
2236.323,3.9571,0.2000,
2236.423,3.9571,0.2001,
2236.523,3.9571,0.2001,
2236.623,3.9571,0.2001,
2236.723,3.9571,0.2000,
2236.823,3.9571,0.2000,
2236.923,3.9571,0.2000,
2237.023,3.9571,0.2001,
2237.123,3.9571,0.2001,
2237.223,3.9571,0.2000,
2237.323,3.9571,0.2001,
2237.423,3.9571,0.2001,
2237.523,3.9571,0.2001,
2237.623,3.9571,0.2000,
2237.723,3.9571,0.2001,
2237.823,3.9571,0.2000,
2237.923,3.9571,0.2001,
2238.023,3.9571,0.2001,
2238.123,3.9571,0.2000,
2238.223,3.9571,0.2000,
2238.323,3.9571,0.2000,
2238.423,3.9571,0.2000,
2238.523,3.9571,0.2000,
2238.623,3.9571,0.2000,
2238.723,3.9571,0.2000,
2238.823,3.9571,0.2001,
2238.923,3.9571,0.2001,
2239.023,3.9571,0.2001,
2239.123,3.9571,0.2000,
2239.223,3.9571,0.2000,
2239.323,3.9571,0.2000,
2239.423,3.9571,0.2001,
2239.523,3.9571,0.2000,
2239.623,3.9571,0.2000,
2239.723,3.9571,0.2000,
2239.823,3.9571,0.2000,
2239.923,3.9571,0.2001,
2240.023,3.9571,0.2001,
2240.123,3.9571,0.2000,
2240.223,3.9571,0.2000,
2240.323,3.9571,0.2000,
2240.423,3.9571,0.2001,
2240.523,3.9571,0.2000,
2240.623,3.9571,0.2000,
2240.723,3.9571,0.2000,
2240.823,3.9571,0.2000,
2240.923,3.9571,0.2000,
2241.023,3.9571,0.2000,
2241.123,3.9571,0.2000,
2241.223,3.9571,0.2000,
2241.323,3.9571,0.2000,
2241.423,3.9571,0.2000,
2241.523,3.9571,0.2001,
2241.623,3.9571,0.2000,
2241.723,3.9571,0.2001,
2241.823,3.9571,0.2000,
2241.923,3.9571,0.2000,
2242.023,3.9571,0.2001,
2242.123,3.9571,0.2001,
2242.223,3.9571,0.2000,
2242.323,3.9571,0.2000,
2242.423,3.9571,0.2001,
2242.523,3.9571,0.2001,
2242.623,3.9571,0.2001,
2242.723,3.9571,0.2000,
2242.823,3.9571,0.2000,
2242.923,3.9571,0.2000,
2243.023,3.9571,0.2000,
2243.123,3.9571,0.2001,
2243.223,3.9571,0.2000,
2243.323,3.9571,0.2000,
2243.423,3.9571,0.2000,
2243.523,3.9571,0.2000,
2243.623,3.9559,0.2000,
2243.723,3.9571,0.2001,
2243.823,3.9571,0.2000,
2243.923,3.9571,0.2001,
2244.023,3.9571,0.2000,
2244.123,3.9571,0.2000,
2244.223,3.9571,0.2000,
2244.323,3.9571,0.2001,
2244.423,3.9571,0.2000,
2244.523,3.9571,0.2000,
2244.623,3.9571,0.2001,
2244.723,3.9571,0.2000,
2244.823,3.9571,0.2001,
2244.923,3.9571,0.2000,
2245.023,3.9559,0.2000,
2245.123,3.9571,0.2000,
2245.223,3.9571,0.2000,
2245.323,3.9571,0.2000,
2245.423,3.9571,0.2000,
2245.523,3.9571,0.1999,
2245.623,3.9571,0.2001,
2245.723,3.9571,0.2000,
2245.823,3.9571,0.2001,
2245.923,3.9571,0.2000,
2246.023,3.9571,0.2001,
2246.123,3.9571,0.2001,
2246.223,3.9571,0.2000,
2246.323,3.9559,0.2000,
2246.423,3.9571,0.2000,
2246.523,3.9571,0.2000,
2246.623,3.9559,0.2001,
2246.723,3.9571,0.2000,
2246.823,3.9559,0.2000,
2246.923,3.9571,0.2001,
2247.023,3.9571,0.2000,
2247.123,3.9559,0.2001,
2247.223,3.9571,0.2000,
2247.323,3.9559,0.2000,
2247.423,3.9571,0.2000,
2247.523,3.9571,0.2001,
2247.623,3.9571,0.2000,
2247.723,3.9571,0.2001,
2247.823,3.9571,0.2001,
2247.923,3.9571,0.2000,
2248.023,3.9571,0.2001,
2248.123,3.9571,0.2001,
2248.223,3.9559,0.2000,
2248.323,3.9571,0.2000,
2248.423,3.9559,0.2000,
2248.523,3.9571,0.2000,
2248.623,3.9559,0.2001,
2248.723,3.9571,0.2000,
2248.823,3.9571,0.2001,
2248.923,3.9559,0.2001,
2249.023,3.9559,0.2000,
2249.123,3.9559,0.2001,
2249.223,3.9559,0.2001,
2249.323,3.9559,0.2001,
2249.423,3.9559,0.2000,
2249.523,3.9571,0.1999,
2249.623,3.9559,0.2001,
2249.723,3.9559,0.2000,
2249.823,3.9559,0.2001,
2249.923,3.9559,0.1999,
2250.023,3.9571,0.2001,
2250.123,3.9571,0.2000,
2250.223,3.9559,0.2000,
2250.324,3.9559,0.2001,
2250.424,3.9559,0.2000,
2250.524,3.9571,0.2001,
2250.624,3.9559,0.2001,
2250.724,3.9559,0.2000,
2250.824,3.9559,0.2001,
2250.924,3.9559,0.2001,
2251.024,3.9559,0.2001,
2251.124,3.9559,0.2000,
2251.224,3.9559,0.2001,
2251.324,3.9559,0.2001,
2251.424,3.9571,0.2001,
2251.524,3.9559,0.2001,
2251.624,3.9559,0.2001,
2251.724,3.9559,0.2001,
2251.824,3.9571,0.1999,
2251.924,3.9571,0.2001,
2252.024,3.9559,0.2000,
2252.124,3.9559,0.2001,
2252.224,3.9559,0.2001,
2252.324,3.9559,0.2000,
2252.424,3.9559,0.2001,
2252.524,3.9571,0.2000,
2252.624,3.9559,0.2001,
2252.724,3.9559,0.2000,
2252.824,3.9559,0.2001,
2252.924,3.9559,0.2001,
2253.024,3.9571,0.2000,
2253.124,3.9571,0.2000,
2253.224,3.9559,0.2001,
2253.324,3.9559,0.2000,
2253.424,3.9559,0.2001,
2253.524,3.9559,0.2000,
2253.624,3.9559,0.2000,
2253.724,3.9559,0.2001,
2253.824,3.9559,0.2001,
