Time(s),Voltage(V),Current(A),InternalResistance(mOhm)
403.379,4.0328,0.2000,
403.479,4.0328,0.2000,
403.579,4.0328,0.1999,
403.679,4.0328,0.1999,
403.779,4.0328,0.2000,
403.879,4.0328,0.1999,
403.979,4.0328,0.1999,
404.079,4.0328,0.2000,
404.179,4.0328,0.1999,
404.279,4.0328,0.2000,
404.379,4.0328,0.2000,
404.479,4.0328,0.1999,
404.579,4.0328,0.2000,
404.679,4.0328,0.1999,
404.779,4.0328,0.2000,
404.879,4.0328,0.1999,
404.979,4.0328,0.1999,
405.079,4.0328,0.1999,
405.179,4.0328,0.1999,
405.279,4.0328,0.1999,
405.379,4.0328,0.2000,
405.479,4.0328,0.2000,
405.579,4.0328,0.2000,
405.679,4.0328,0.1999,
405.779,4.0328,0.2000,
405.879,4.0328,0.1999,
405.979,4.0328,0.1999,
406.079,4.0328,0.2000,
406.179,4.0328,0.1999,
406.279,4.0328,0.1999,
406.379,4.0328,0.2000,
406.479,4.0328,0.2000,
406.579,4.0328,0.1999,
406.679,4.0328,0.1999,
406.779,4.0328,0.1999,
406.879,4.0328,0.1999,
406.979,4.0328,0.2000,
407.079,4.0328,0.1999,
407.179,4.0328,0.2000,
407.279,4.0328,0.1999,
407.379,4.0328,0.1999,
407.479,4.0328,0.1999,
407.579,4.0328,0.1999,
407.679,4.0328,0.1999,
407.779,4.0328,0.1999,
407.879,4.0328,0.1999,
407.979,4.0328,0.1999,
408.079,4.0328,0.1999,
408.179,4.0328,0.1999,
408.279,4.0328,0.1999,
408.379,4.0328,0.2000,
408.479,4.0328,0.1999,
408.579,4.0328,0.1999,
408.679,4.0328,0.1999,
408.779,4.0328,0.2000,
408.879,4.0328,0.2000,
408.979,4.0328,0.2000,
409.079,4.0328,0.1999,
409.179,4.0328,0.2000,
409.279,4.0328,0.1999,
409.379,4.0328,0.1999,
409.479,4.0328,0.2000,
409.579,4.0328,0.2000,
409.679,4.0328,0.1999,
409.779,4.0328,0.2000,
409.879,4.0328,0.1999,
409.979,4.0328,0.2000,
410.079,4.0328,0.1999,
410.179,4.0328,0.1999,
410.279,4.0328,0.1999,
410.379,4.0328,0.2000,
410.479,4.0328,0.1999,
410.579,4.0328,0.1999,
410.679,4.0315,0.2000,
410.779,4.0328,0.1999,
410.879,4.0328,0.1999,
410.979,4.0328,0.1999,
411.079,4.0328,0.1999,
411.179,4.0328,0.1999,
411.279,4.0328,0.2000,
411.379,4.0328,0.1999,
411.479,4.0328,0.2000,
411.579,4.0315,0.1999,
411.679,4.0328,0.1999,
411.779,4.0328,0.2000,
411.879,4.0328,0.1999,
411.979,4.0328,0.1999,
412.079,4.0328,0.2000,
412.179,4.0328,0.2000,
412.279,4.0328,0.1999,
412.379,4.0328,0.2000,
412.479,4.0328,0.1999,
412.579,4.0315,0.2000,
412.679,4.0328,0.1999,
412.779,4.0315,0.1999,
412.879,4.0328,0.1999,
412.979,4.0328,0.2000,
413.079,4.0315,0.2000,
413.179,4.0328,0.1999,
413.279,4.0315,0.1999,
413.379,4.0315,0.2000,
413.479,4.0328,0.1999,
413.579,4.0315,0.2000,
413.679,4.0315,0.2000,
413.779,4.0328,0.1999,
413.879,4.0315,0.1999,
413.979,4.0328,0.2000,
414.079,4.0315,0.1999,
414.179,4.0315,0.1999,
414.279,4.0315,0.2000,
414.379,4.0315,0.1999,
414.479,4.0315,0.2000,
414.579,4.0328,0.1999,
414.679,4.0315,0.2000,
414.779,4.0315,0.1999,
414.879,4.0315,0.2000,
414.979,4.0315,0.1999,
415.079,4.0315,0.2000,
415.179,4.0315,0.2000,
415.279,4.0315,0.2000,
415.379,4.0328,0.2000,
415.479,4.0315,0.1999,
415.579,4.0315,0.2000,
415.679,4.0315,0.1999,
415.779,4.0315,0.1999,
415.879,4.0315,0.1999,
415.979,4.0315,0.1999,
416.079,4.0315,0.1999,
416.179,4.0315,0.1999,
416.279,4.0315,0.1999,
416.379,4.0315,0.2000,
416.479,4.0315,0.1999,
416.579,4.0315,0.1999,
416.679,4.0315,0.1999,
416.779,4.0315,0.1999,
416.879,4.0315,0.1999,
416.979,4.0315,0.2000,
417.079,4.0315,0.2000,
417.179,4.0315,0.1999,
417.279,4.0315,0.1999,
417.379,4.0315,0.1999,
417.479,4.0315,0.2000,
417.579,4.0315,0.2000,
417.679,4.0315,0.1999,
417.779,4.0315,0.1999,
417.879,4.0315,0.1999,
417.979,4.0315,0.2000,
418.079,4.0315,0.2000,
418.179,4.0315,0.2000,
418.279,4.0315,0.1999,
418.379,4.0315,0.1999,
418.479,4.0315,0.2000,
418.579,4.0315,0.2000,
418.679,4.0315,0.2000,
418.779,4.0315,0.1999,
418.879,4.0315,0.1999,
418.979,4.0315,0.1999,
419.079,4.0315,0.2000,
419.179,4.0315,0.2000,
419.279,4.0315,0.1999,
419.379,4.0315,0.1999,
419.479,4.0315,0.2000,
419.579,4.0315,0.2000,
419.679,4.0315,0.2000,
419.779,4.0315,0.2000,
419.879,4.0315,0.1999,
419.979,4.0315,0.1999,
420.079,4.0315,0.2000,
420.179,4.0315,0.1999,
420.279,4.0315,0.2000,
420.379,4.0315,0.2000,
420.479,4.0315,0.1999,
420.579,4.0315,0.2000,
420.679,4.0315,0.1999,
420.779,4.0315,0.2000,
420.879,4.0315,0.1999,
420.979,4.0315,0.2000,
421.079,4.0315,0.1999,
421.179,4.0315,0.2000,
421.279,4.0315,0.1999,
421.379,4.0315,0.1999,
421.479,4.0315,0.2000,
421.579,4.0315,0.2000,
421.679,4.0315,0.1999,
421.779,4.0315,0.2000,
421.879,4.0315,0.1999,
421.979,4.0315,0.1999,
422.079,4.0315,0.2000,
422.179,4.0315,0.1999,
422.279,4.0315,0.1999,
422.379,4.0315,0.1999,
422.479,4.0315,0.2000,
422.579,4.0315,0.2000,
422.679,4.0315,0.2000,
422.779,4.0315,0.1999,
422.879,4.0315,0.2000,
422.979,4.0315,0.1999,
423.079,4.0315,0.1999,
423.179,4.0315,0.1999,
423.279,4.0315,0.1999,
423.379,4.0315,0.2000,
423.479,4.0315,0.2000,
423.579,4.0315,0.1999,
423.679,4.0315,0.2000,
423.779,4.0315,0.1999,
423.879,4.0315,0.1999,
423.979,4.0315,0.1999,
424.079,4.0315,0.2000,
424.179,4.0315,0.1999,
424.279,4.0315,0.1999,
424.379,4.0315,0.2000,
424.479,4.0315,0.1999,
424.579,4.0315,0.2000,
424.679,4.0315,0.1999,
424.779,4.0315,0.2000,
424.879,4.0315,0.1999,
424.979,4.0315,0.1999,
425.079,4.0315,0.1999,
425.179,4.0315,0.1999,
425.279,4.0315,0.2000,
425.379,4.0315,0.2000,
425.479,4.0315,0.2000,
425.579,4.0315,0.1999,
425.679,4.0315,0.2000,
425.779,4.0315,0.2000,
425.879,4.0315,0.1999,
425.979,4.0315,0.1999,
426.079,4.0315,0.2000,
426.180,4.0315,0.2000,
426.280,4.0315,0.2000,
426.380,4.0315,0.1999,
426.480,4.0315,0.1999,
426.580,4.0315,0.1999,
426.680,4.0315,0.2000,
426.780,4.0315,0.1999,
426.880,4.0315,0.2000,
426.980,4.0315,0.1999,
427.080,4.0315,0.2000,
427.180,4.0315,0.2000,
427.280,4.0315,0.1999,
427.380,4.0315,0.1999,
427.480,4.0315,0.1999,
427.580,4.0315,0.1999,
427.680,4.0315,0.2000,
427.780,4.0315,0.2000,
427.880,4.0315,0.2000,
427.980,4.0315,0.1999,
428.080,4.0303,0.2000,
428.180,4.0315,0.2000,
428.280,4.0315,0.2000,
428.380,4.0315,0.1999,
428.480,4.0315,0.2000,
428.580,4.0315,0.1999,
428.680,4.0315,0.1999,
428.780,4.0315,0.1999,
428.880,4.0303,0.1999,
428.980,4.0303,0.1999,
429.080,4.0315,0.1999,
429.180,4.0315,0.1999,
429.280,4.0303,0.2000,
429.380,4.0303,0.2000,
429.480,4.0315,0.1999,
429.580,4.0315,0.2000,
429.680,4.0315,0.1999,
429.780,4.0303,0.2000,
429.880,4.0303,0.1999,
429.980,4.0303,0.2000,
430.080,4.0303,0.1999,
430.180,4.0315,0.2000,
430.280,4.0303,0.1999,
430.380,4.0315,0.1999,
430.480,4.0315,0.1999,
430.580,4.0303,0.1999,
430.680,4.0303,0.1999,
430.780,4.0303,0.2000,
430.880,4.0315,0.1999,
430.980,4.0303,0.2000,
431.080,4.0315,0.1999,
431.180,4.0303,0.1999,
431.280,4.0315,0.2000,
431.380,4.0303,0.1999,
431.480,4.0303,0.2000,
431.580,4.0303,0.1999,
431.680,4.0303,0.1999,
431.780,4.0303,0.1999,
431.880,4.0303,0.1999,
431.980,4.0303,0.1999,
432.080,4.0303,0.1999,
432.180,4.0303,0.1999,
432.280,4.0315,0.1999,
432.380,4.0303,0.1999,
432.480,4.0303,0.1999,
432.580,4.0303,0.1999,
432.680,4.0303,0.1999,
432.780,4.0303,0.1999,
432.880,4.0303,0.1999,
432.980,4.0303,0.1999,
433.080,4.0303,0.2000,
433.180,4.0303,0.1999,
433.280,4.0315,0.1999,
433.380,4.0315,0.2000,
433.480,4.0303,0.2000,
433.580,4.0303,0.1999,
433.680,4.0303,0.1999,
433.780,4.0315,0.1999,
433.880,4.0303,0.2000,
433.980,4.0303,0.1999,
434.080,4.0303,0.1999,
434.180,4.0303,0.1999,
434.280,4.0303,0.1999,
434.380,4.0303,0.1999,
434.480,4.0303,0.1999,
434.580,4.0303,0.1999,
434.680,4.0303,0.1999,
434.780,4.0303,0.1999,
434.880,4.0303,0.1999,
434.980,4.0303,0.2000,
435.080,4.0303,0.2000,
435.180,4.0303,0.1999,
435.280,4.0303,0.2000,
435.380,4.0303,0.1999,
435.480,4.0303,0.1999,
435.580,4.0303,0.1999,
435.680,4.0303,0.2000,
435.780,4.0303,0.1999,
435.880,4.0303,0.1999,
435.980,4.0303,0.1999,
436.080,4.0303,0.1999,
436.180,4.0303,0.1999,
436.280,4.0303,0.1999,
436.380,4.0303,0.2000,
436.480,4.0303,0.1999,
436.580,4.0303,0.1999,
436.680,4.0303,0.1999,
436.780,4.0303,0.2000,
436.880,4.0303,0.2000,
436.980,4.0303,0.1999,
437.080,4.0303,0.1999,
437.180,4.0303,0.1999,
437.280,4.0303,0.2000,
437.380,4.0303,0.1999,
437.480,4.0303,0.1999,
437.580,4.0303,0.1999,
437.680,4.0303,0.1999,
437.780,4.0303,0.1999,
437.880,4.0303,0.1999,
437.980,4.0303,0.2000,
438.080,4.0303,0.1999,
438.180,4.0303,0.1999,
438.280,4.0303,0.1999,
438.380,4.0303,0.2000,
438.480,4.0303,0.1999,
438.580,4.0303,0.1999,
438.680,4.0303,0.2000,
438.780,4.0303,0.1999,
438.880,4.0303,0.1999,
438.980,4.0303,0.2000,
439.080,4.0303,0.2000,
439.180,4.0303,0.1999,
439.280,4.0303,0.2000,
439.380,4.0303,0.2000,
439.480,4.0303,0.2000,
439.580,4.0303,0.2000,
439.680,4.0303,0.1999,
439.780,4.0303,0.1999,
439.880,4.0303,0.1999,
439.980,4.0303,0.1999,
440.080,4.0303,0.2000,
440.180,4.0303,0.1999,
440.280,4.0303,0.2000,
440.380,4.0303,0.2000,
440.480,4.0303,0.2000,
440.580,4.0303,0.2000,
440.680,4.0303,0.1999,
440.780,4.0303,0.1999,
440.880,4.0303,0.1999,
440.980,4.0303,0.2000,
441.080,4.0303,0.1999,
441.180,4.0303,0.1999,
441.280,4.0303,0.2000,
441.380,4.0303,0.1999,
441.480,4.0303,0.1999,
441.580,4.0303,0.2000,
441.680,4.0303,0.2000,
441.780,4.0303,0.1999,
441.880,4.0303,0.2000,
441.980,4.0303,0.2000,
442.080,4.0303,0.1999,
442.180,4.0303,0.1999,
442.280,4.0303,0.1999,
442.380,4.0303,0.1999,
442.480,4.0303,0.2000,
442.580,4.0303,0.1999,
442.680,4.0303,0.2000,
442.780,4.0303,0.1999,
442.880,4.0303,0.2000,
442.980,4.0303,0.1999,
443.080,4.0303,0.2000,
443.180,4.0303,0.1999,
443.280,4.0303,0.1999,
443.380,4.0303,0.1999,
443.480,4.0291,0.1999,
443.580,4.0303,0.1999,
443.680,4.0303,0.1999,
443.780,4.0303,0.1999,
443.880,4.0303,0.2000,
443.980,4.0303,0.2000,
444.080,4.0303,0.1999,
444.180,4.0303,0.1999,
444.280,4.0303,0.1999,
444.380,4.0303,0.2000,
444.480,4.0303,0.2000,
444.580,4.0303,0.1999,
444.680,4.0303,0.1999,
444.780,4.0303,0.2000,
444.880,4.0303,0.1999,
444.980,4.0303,0.1999,
445.080,4.0291,0.1999,
445.180,4.0303,0.1999,
445.280,4.0303,0.2000,
445.380,4.0303,0.2000,
445.480,4.0303,0.2000,
445.580,4.0303,0.1999,
445.680,4.0303,0.1999,
445.780,4.0303,0.2000,
445.880,4.0303,0.2000,
445.980,4.0303,0.1999,
446.080,4.0303,0.1999,
446.180,4.0303,0.2000,
446.280,4.0303,0.1999,
446.380,4.0291,0.2000,
446.480,4.0291,0.2000,
446.580,4.0303,0.2000,
446.681,4.0303,0.1999,
446.781,4.0291,0.2000,
446.881,4.0303,0.2000,
446.981,4.0303,0.2000,
447.081,4.0303,0.1999,
447.181,4.0303,0.1999,
447.281,4.0303,0.1999,
447.381,4.0303,0.1999,
447.481,4.0291,0.2000,
447.581,4.0303,0.1999,
447.681,4.0303,0.1999,
447.781,4.0303,0.1999,
447.881,4.0303,0.1999,
447.981,4.0303,0.1999,
448.081,4.0303,0.2000,
448.181,4.0303,0.1999,
448.281,4.0303,0.1999,
448.381,4.0303,0.2000,
448.481,4.0303,0.1999,
448.581,4.0303,0.2000,
448.681,4.0303,0.2000,
448.781,4.0291,0.2000,
448.881,4.0291,0.2000,
448.981,4.0291,0.1999,
449.081,4.0291,0.1999,
449.181,4.0303,0.1999,
449.281,4.0291,0.1999,
449.381,4.0291,0.1999,
449.481,4.0303,0.1999,
449.581,4.0303,0.1999,
449.681,4.0291,0.1999,
449.781,4.0291,0.2000,
449.881,4.0291,0.1999,
449.981,4.0303,0.1999,
450.081,4.0303,0.1999,
450.181,4.0291,0.2000,
450.281,4.0291,0.1999,
450.381,4.0303,0.2000,
450.481,4.0291,0.1999,
450.581,4.0291,0.2000,
450.681,4.0291,0.1999,
450.781,4.0291,0.1999,
450.881,4.0291,0.1999,
450.981,4.0291,0.2000,
451.081,4.0303,0.1999,
451.181,4.0291,0.1999,
451.281,4.0291,0.1999,
451.381,4.0303,0.2000,
451.481,4.0291,0.2000,
451.581,4.0291,0.1999,
451.681,4.0291,0.1999,
451.781,4.0291,0.1999,
451.881,4.0291,0.1999,
451.981,4.0291,0.1999,
452.081,4.0291,0.1999,
452.181,4.0291,0.2000,
452.281,4.0291,0.1999,
452.381,4.0291,0.1999,
452.481,4.0291,0.1999,
452.581,4.0291,0.1999,
452.681,4.0291,0.1999,
452.781,4.0291,0.2000,
452.881,4.0291,0.1999,
452.981,4.0291,0.1999,
453.081,4.0291,0.2000,
453.181,4.0291,0.2000,
453.281,4.0291,0.1999,
453.381,4.0291,0.1999,
453.481,4.0291,0.1999,
453.581,4.0291,0.1999,
453.681,4.0291,0.1999,
453.781,4.0291,0.2000,
453.881,4.0291,0.1999,
453.981,4.0291,0.2000,
454.081,4.0291,0.2000,
454.181,4.0291,0.2000,
454.281,4.0291,0.2000,
454.381,4.0291,0.2000,
454.481,4.0291,0.2000,
454.581,4.0291,0.2000,
454.681,4.0291,0.2000,
454.781,4.0291,0.1999,
454.881,4.0291,0.2000,
454.981,4.0291,0.2000,
455.081,4.0291,0.1999,
455.181,4.0291,0.2000,
455.281,4.0291,0.1999,
455.381,4.0291,0.1999,
455.481,4.0291,0.1999,
455.581,4.0291,0.1999,
455.681,4.0291,0.1999,
455.781,4.0291,0.1999,
455.881,4.0291,0.1999,
455.981,4.0291,0.1999,
456.081,4.0291,0.2000,
456.181,4.0291,0.2000,
456.281,4.0291,0.1999,
456.381,4.0291,0.1999,
456.481,4.0291,0.1999,
456.581,4.0291,0.1999,
456.681,4.0291,0.1999,
456.781,4.0291,0.1999,
456.881,4.0291,0.1999,
456.981,4.0291,0.1999,
457.081,4.0291,0.1999,
457.181,4.0291,0.2000,
457.281,4.0291,0.2000,
457.381,4.0291,0.1999,
457.481,4.0291,0.1999,
457.581,4.0291,0.2000,
457.681,4.0291,0.2000,
457.781,4.0291,0.2000,
457.881,4.0291,0.2000,
457.981,4.0291,0.1999,
458.081,4.0291,0.2000,
458.181,4.0291,0.2000,
458.281,4.0291,0.1999,
458.381,4.0291,0.2000,
458.481,4.0291,0.2000,
458.581,4.0291,0.2000,
458.681,4.0291,0.2000,
458.781,4.0291,0.2000,
458.881,4.0291,0.2000,
458.981,4.0291,0.1999,
459.081,4.0291,0.1999,
459.181,4.0291,0.2000,
459.281,4.0291,0.1999,
459.381,4.0291,0.1999,
459.481,4.0291,0.2000,
459.581,4.0291,0.1999,
459.681,4.0291,0.1999,
459.781,4.0291,0.2000,
459.881,4.0291,0.1999,
459.981,4.0291,0.1999,
460.081,4.0291,0.1999,
460.181,4.0291,0.1999,
460.281,4.0291,0.1999,
460.381,4.0291,0.1999,
460.481,4.0291,0.2000,
460.581,4.0291,0.1999,
460.681,4.0291,0.1999,
460.781,4.0291,0.1999,
460.881,4.0291,0.1999,
460.981,4.0291,0.2000,
461.081,4.0291,0.1999,
461.181,4.0291,0.1999,
461.281,4.0291,0.1999,
461.381,4.0291,0.1999,
461.481,4.0291,0.1999,
461.581,4.0291,0.2000,
461.681,4.0291,0.1999,
461.781,4.0291,0.1999,
461.881,4.0291,0.1999,
461.981,4.0291,0.2000,
462.081,4.0291,0.2000,
462.181,4.0291,0.2000,
462.281,4.0291,0.2000,
462.381,4.0291,0.1999,
462.481,4.0291,0.2000,
462.581,4.0291,0.1999,
462.681,4.0291,0.2000,
462.781,4.0291,0.1999,
462.881,4.0291,0.1999,
462.981,4.0291,0.1999,
463.081,4.0291,0.1999,
463.181,4.0291,0.2000,
463.281,4.0291,0.2000,
463.381,4.0278,0.1999,
463.481,4.0291,0.1999,
463.581,4.0291,0.1999,
463.681,4.0291,0.2000,
463.781,4.0291,0.1999,
463.881,4.0291,0.2000,
463.981,4.0291,0.2000,
464.081,4.0291,0.2000,
464.181,4.0291,0.2000,
464.281,4.0291,0.2000,
464.381,4.0278,0.1999,
464.481,4.0291,0.1999,
464.581,4.0291,0.1999,
464.681,4.0291,0.1999,
464.781,4.0291,0.1999,
464.881,4.0291,0.2000,
464.981,4.0291,0.1999,
465.081,4.0291,0.1999,
465.181,4.0291,0.1999,
465.281,4.0291,0.1999,
465.381,4.0291,0.1999,
465.481,4.0291,0.2000,
465.581,4.0291,0.2000,
465.681,4.0291,0.1999,
465.781,4.0291,0.2000,
465.881,4.0291,0.1999,
465.981,4.0278,0.1999,
466.081,4.0291,0.2000,
466.181,4.0291,0.1999,
466.281,4.0291,0.2000,
466.381,4.0291,0.1999,
466.481,4.0291,0.2000,
466.581,4.0291,0.2000,
466.681,4.0291,0.2000,
466.781,4.0291,0.2000,
466.882,4.0291,0.1999,
466.982,4.0291,0.2000,
467.082,4.0291,0.2000,
467.182,4.0291,0.1999,
467.282,4.0291,0.2000,
467.382,4.0291,0.2000,
467.482,4.0291,0.1999,
467.582,4.0278,0.2000,
467.682,4.0278,0.2000,
467.782,4.0278,0.2000,
467.882,4.0278,0.2000,
467.982,4.0291,0.1999,
468.082,4.0291,0.1999,
468.182,4.0291,0.1999,
468.282,4.0291,0.1999,
468.382,4.0278,0.2000,
468.482,4.0278,0.1999,
468.582,4.0278,0.2000,
468.682,4.0291,0.1999,
468.782,4.0278,0.2000,
468.882,4.0291,0.1999,
468.982,4.0291,0.1999,
469.082,4.0278,0.1999,
469.182,4.0278,0.1999,
469.282,4.0278,0.2000,
469.382,4.0278,0.1999,
469.482,4.0278,0.1999,
469.582,4.0278,0.1999,
469.682,4.0278,0.2000,
469.782,4.0291,0.1999,
469.882,4.0278,0.1999,
469.982,4.0278,0.1999,
470.082,4.0278,0.2000,
470.182,4.0278,0.2000,
470.282,4.0278,0.1999,
470.382,4.0278,0.1999,
470.482,4.0291,0.1999,
470.582,4.0278,0.2000,
470.682,4.0278,0.2000,
470.782,4.0278,0.2000,
470.882,4.0278,0.1999,
470.982,4.0278,0.1999,
471.082,4.0291,0.1999,
471.182,4.0278,0.1999,
471.282,4.0278,0.2000,
471.382,4.0278,0.2000,
471.482,4.0278,0.2000,
471.582,4.0278,0.2000,
471.682,4.0278,0.1999,
471.782,4.0291,0.1999,
471.882,4.0278,0.1999,
471.982,4.0278,0.2000,
472.082,4.0278,0.1999,
472.182,4.0278,0.1999,
472.282,4.0278,0.1999,
472.382,4.0278,0.1999,
472.482,4.0278,0.1999,
472.582,4.0278,0.1999,
472.682,4.0278,0.2000,
472.782,4.0278,0.2000,
472.882,4.0278,0.2000,
472.982,4.0278,0.2000,
473.082,4.0278,0.1999,
473.182,4.0278,0.1999,
473.282,4.0278,0.2000,
473.382,4.0278,0.1999,
473.482,4.0278,0.2000,
473.582,4.0278,0.2000,
473.682,4.0278,0.1999,
473.782,4.0278,0.1999,
473.882,4.0278,0.1999,
473.982,4.0278,0.2000,
474.082,4.0278,0.2000,
474.182,4.0278,0.2000,
474.282,4.0278,0.2000,
474.382,4.0278,0.1999,
474.482,4.0278,0.2000,
474.582,4.0278,0.2000,
474.682,4.0278,0.1999,
474.782,4.0278,0.1999,
474.882,4.0278,0.1999,
474.982,4.0278,0.1999,
475.082,4.0278,0.1999,
475.182,4.0278,0.2000,
475.282,4.0278,0.1999,
475.382,4.0278,0.2000,
475.482,4.0278,0.1999,
475.582,4.0278,0.1999,
475.682,4.0278,0.1999,
475.782,4.0278,0.1999,
475.882,4.0278,0.2000,
475.982,4.0278,0.2000,
476.082,4.0278,0.1999,
476.182,4.0278,0.1999,
476.282,4.0278,0.2000,
476.382,4.0278,0.1999,
476.482,4.0278,0.1999,
476.582,4.0278,0.2000,
476.682,4.0278,0.2000,
476.782,4.0278,0.1999,
476.882,4.0278,0.2000,
476.982,4.0278,0.2000,
477.082,4.0278,0.2000,
477.182,4.0278,0.2000,
477.282,4.0278,0.1999,
477.382,4.0278,0.2000,
477.482,4.0278,0.1999,
477.582,4.0278,0.1999,
477.682,4.0278,0.1999,
477.782,4.0278,0.1999,
477.882,4.0278,0.1999,
477.982,4.0278,0.1999,
478.082,4.0278,0.2000,
478.182,4.0278,0.2000,
478.282,4.0278,0.1999,
478.382,4.0278,0.1999,
478.482,4.0278,0.2000,
478.582,4.0278,0.1999,
478.682,4.0278,0.1999,
478.782,4.0278,0.2000,
478.882,4.0278,0.1999,
478.982,4.0278,0.1999,
479.082,4.0278,0.2000,
479.182,4.0278,0.1999,
479.282,4.0278,0.2000,
479.382,4.0278,0.1999,
479.482,4.0278,0.1999,
479.582,4.0278,0.1999,
479.682,4.0278,0.1999,
479.782,4.0278,0.1999,
479.882,4.0278,0.2000,
479.982,4.0278,0.1999,
480.082,4.0278,0.1999,
480.182,4.0278,0.1999,
480.282,4.0278,0.1999,
480.382,4.0278,0.1999,
480.482,4.0278,0.1999,
480.582,4.0278,0.1999,
480.682,4.0278,0.1999,
480.782,4.0278,0.2000,
480.882,4.0278,0.2000,
480.982,4.0278,0.2000,
481.082,4.0278,0.1999,
481.182,4.0278,0.2000,
481.282,4.0278,0.1999,
481.382,4.0278,0.1999,
481.482,4.0278,0.1999,
481.582,4.0278,0.1999,
481.682,4.0278,0.1999,
481.782,4.0278,0.1999,
481.882,4.0278,0.2000,
481.982,4.0278,0.1999,
482.082,4.0278,0.1999,
482.182,4.0278,0.1999,
482.282,4.0278,0.1999,
482.382,4.0278,0.2000,
482.482,4.0278,0.2000,
482.582,4.0278,0.1999,
482.682,4.0278,0.1999,
482.782,4.0278,0.2000,
482.882,4.0278,0.2000,
482.982,4.0278,0.1999,
483.082,4.0278,0.1999,
483.182,4.0278,0.1999,
483.282,4.0278,0.1999,
483.382,4.0278,0.1999,
483.482,4.0278,0.1999,
483.582,4.0278,0.2000,
483.682,4.0278,0.2000,
483.782,4.0278,0.2000,
483.882,4.0278,0.1999,
483.982,4.0278,0.2000,
484.082,4.0278,0.1999,
484.182,4.0278,0.2000,
484.282,4.0278,0.1999,
484.382,4.0278,0.1999,
484.482,4.0278,0.2000,
484.582,4.0278,0.2000,
484.682,4.0278,0.1999,
484.782,4.0278,0.1999,
484.882,4.0278,0.1999,
484.982,4.0278,0.1999,
485.082,4.0266,0.2000,
485.182,4.0266,0.2000,
485.282,4.0278,0.1999,
485.382,4.0266,0.1999,
485.482,4.0278,0.2000,
485.582,4.0278,0.1999,
485.682,4.0266,0.2000,
485.782,4.0266,0.1999,
485.882,4.0278,0.2000,
485.982,4.0278,0.2000,
486.082,4.0278,0.1999,
486.182,4.0278,0.1999,
486.282,4.0278,0.1999,
486.382,4.0278,0.1999,
486.482,4.0278,0.1999,
486.583,4.0278,0.1999,
486.683,4.0278,0.2000,
486.783,4.0266,0.2000,
486.883,4.0266,0.1999,
486.983,4.0278,0.1999,
487.083,4.0266,0.1999,
487.183,4.0266,0.2000,
487.283,4.0266,0.2000,
487.383,4.0278,0.2000,
487.483,4.0266,0.1999,
487.583,4.0278,0.1999,
487.683,4.0266,0.2000,
487.783,4.0266,0.1999,
487.883,4.0278,0.2000,
487.983,4.0266,0.1999,
488.083,4.0278,0.2000,
488.183,4.0266,0.2000,
488.283,4.0266,0.1999,
488.383,4.0266,0.1999,
488.483,4.0266,0.1999,
488.583,4.0278,0.1999,
488.683,4.0266,0.1999,
488.783,4.0266,0.1999,
488.883,4.0266,0.1999,
488.983,4.0266,0.1999,
489.083,4.0266,0.2000,
489.183,4.0266,0.2000,
489.283,4.0266,0.2000,
489.383,4.0266,0.1999,
489.483,4.0266,0.2000,
489.583,4.0266,0.1999,
489.683,4.0266,0.2000,
489.783,4.0278,0.1999,
489.883,4.0266,0.1999,
489.983,4.0278,0.2000,
490.083,4.0266,0.2000,
490.183,4.0266,0.2000,
490.283,4.0278,0.1999,
490.383,4.0266,0.2000,
490.483,4.0266,0.1999,
490.583,4.0266,0.1999,
490.683,4.0266,0.1999,
490.783,4.0278,0.1999,
490.883,4.0266,0.1999,
490.983,4.0266,0.1999,
491.083,4.0266,0.2000,
491.183,4.0266,0.2000,
491.283,4.0266,0.2000,
491.383,4.0266,0.1999,
491.483,4.0266,0.1999,
491.583,4.0266,0.1999,
491.683,4.0266,0.1999,
491.783,4.0266,0.1999,
491.883,4.0266,0.1999,
491.983,4.0266,0.1999,
492.083,4.0266,0.2000,
492.183,4.0266,0.1999,
492.283,4.0266,0.1999,
492.383,4.0266,0.1999,
492.483,4.0266,0.1999,
492.583,4.0266,0.1999,
492.683,4.0266,0.1999,
492.783,4.0266,0.1999,
492.883,4.0266,0.1999,
492.983,4.0266,0.2000,
493.083,4.0266,0.1999,
493.183,4.0266,0.1999,
493.283,4.0266,0.1999,
493.383,4.0278,0.1999,
493.483,4.0266,0.1999,
493.583,4.0266,0.2000,
493.683,4.0266,0.2000,
493.783,4.0266,0.2000,
493.883,4.0266,0.2000,
493.983,4.0266,0.1999,
494.083,4.0266,0.2000,
494.183,4.0266,0.2000,
494.283,4.0266,0.1999,
494.383,4.0278,0.1999,
494.483,4.0266,0.2000,
494.583,4.0266,0.2000,
494.683,4.0266,0.1999,
494.783,4.0266,0.1999,
494.883,4.0266,0.1999,
494.983,4.0266,0.1999,
495.083,4.0266,0.2000,
495.183,4.0266,0.2000,
495.283,4.0266,0.1999,
495.383,4.0266,0.1999,
495.483,4.0266,0.2000,
495.583,4.0266,0.1999,
495.683,4.0266,0.1999,
495.783,4.0266,0.2000,
495.883,4.0266,0.2000,
495.983,4.0266,0.1999,
496.083,4.0266,0.1999,
496.183,4.0266,0.1999,
496.283,4.0266,0.1999,
496.383,4.0266,0.1999,
